model,domain_id,question_id,run_number,codex,claude,deepseek
gemma-4-31b-it,6,692,3,2.0,2.0,2.65
glm-5.1,6,692,1,2.0,2.0,2.0
glm-5.1,6,692,2,2.0,2.0,2.0
glm-5.1,6,692,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,692,1,2.0,2.45,2.65
hermes-3-llama-3.1-405b,6,692,2,2.0,2.7,2.7
hermes-3-llama-3.1-405b,6,692,3,2.9,2.9,2.9
llada2.1-flash,6,692,1,1.75,1.75,1.75
llada2.1-flash,6,692,2,1.75,1.75,2.0
llada2.1-flash,6,692,3,2.0,2.0,2.0
llama-3.3-70b-instruct,6,692,1,2.0,2.9,2.2
llama-3.3-70b-instruct,6,692,2,2.0,2.45,2.7
llama-3.3-70b-instruct,6,692,3,2.2,2.0,2.45
llama4-maverick-17b-128e-moe,6,692,1,2.0,2.45,2.45
llama4-maverick-17b-128e-moe,6,692,2,2.0,2.65,2.45
llama4-maverick-17b-128e-moe,6,692,3,2.0,2.45,2.45
mistral-medium-3.5,6,692,1,2.0,2.0,2.0
mistral-medium-3.5,6,692,2,1.75,1.75,2.0
mistral-medium-3.5,6,692,3,2.0,2.0,2.0
qwen3.5-122b-a10b,6,692,1,2.0,2.0,2.0
qwen3.5-122b-a10b,6,692,2,2.0,2.0,2.0
qwen3.5-122b-a10b,6,692,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,692,1,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,6,692,2,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,6,692,3,2.0,2.0,2.0
qwen3.5-9b,6,692,1,2.0,1.75,2.0
qwen3.5-9b,6,692,2,2.0,1.75,2.0
qwen3.5-9b,6,692,3,1.75,1.75,2.0
qwen3.6-27b-fp8,6,692,1,2.0,2.0,2.0
qwen3.6-27b-fp8,6,692,2,2.0,2.0,2.0
qwen3.6-27b-fp8,6,692,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,692,1,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,6,692,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,692,3,2.0,2.0,2.0
command-a-03-2025,6,693,1,2.0,1.75,2.0
command-a-03-2025,6,693,2,2.0,2.0,2.0
command-a-03-2025,6,693,3,2.0,1.75,2.0
deepseek-v4-flash,6,693,1,2.0,2.0,2.0
deepseek-v4-flash,6,693,2,2.0,2.0,2.0
deepseek-v4-flash,6,693,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,6,693,1,1.75,1.75,2.1
gemma-4-12b-it-q8_0-llamacpp-a6000,6,693,2,2.0,1.75,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,6,693,3,2.0,2.4,2.7
gemma-4-31b-it,6,693,1,2.0,2.0,2.0
gemma-4-31b-it,6,693,2,2.0,2.0,2.0
gemma-4-31b-it,6,693,3,2.0,2.0,2.0
glm-5.1,6,693,1,2.0,1.75,2.0
glm-5.1,6,693,2,2.0,2.0,2.0
glm-5.1,6,693,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,693,1,2.0,2.0,2.4
hermes-3-llama-3.1-405b,6,693,2,2.9,3.1,3.35
hermes-3-llama-3.1-405b,6,693,3,2.0,2.4,2.9
llada2.1-flash,6,693,1,1.75,1.75,2.0
llada2.1-flash,6,693,2,2.0,2.0,2.0
llada2.1-flash,6,693,3,2.0,2.0,2.65
llama-3.3-70b-instruct,6,693,1,2.0,2.9,2.65
llama-3.3-70b-instruct,6,693,2,2.0,2.0,2.0
llama-3.3-70b-instruct,6,693,3,2.65,2.65,2.9
llama4-maverick-17b-128e-moe,6,693,1,2.0,1.75,2.0
llama4-maverick-17b-128e-moe,6,693,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,693,3,2.0,2.0,2.0
mistral-medium-3.5,6,693,1,1.75,1.75,1.75
mistral-medium-3.5,6,693,2,2.0,2.0,2.0
mistral-medium-3.5,6,693,3,2.0,1.75,2.0
qwen3.5-122b-a10b,6,693,1,2.0,2.0,2.0
qwen3.5-122b-a10b,6,693,2,2.0,2.0,2.0
qwen3.5-122b-a10b,6,693,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,693,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,693,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,693,3,2.0,2.0,2.0
qwen3.5-9b,6,693,1,1.75,1.75,2.0
qwen3.5-9b,6,693,2,1.75,1.75,1.75
qwen3.5-9b,6,693,3,2.0,2.0,2.0
qwen3.6-27b-fp8,6,693,1,2.0,1.75,2.0
qwen3.6-27b-fp8,6,693,2,2.0,2.0,2.0
qwen3.6-27b-fp8,6,693,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,693,1,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,693,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,693,3,2.0,2.0,2.0
command-a-03-2025,6,694,1,2.0,1.75,2.0
command-a-03-2025,6,694,2,2.0,2.0,2.0
command-a-03-2025,6,694,3,2.0,2.0,2.0
deepseek-v4-flash,6,694,1,2.0,1.75,2.0
deepseek-v4-flash,6,694,2,2.0,2.0,2.0
deepseek-v4-flash,6,694,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,6,694,1,2.0,2.0,4.4
gemma-4-12b-it-q8_0-llamacpp-a6000,6,694,2,2.0,1.75,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,6,694,3,2.0,1.75,2.7
gemma-4-31b-it,6,694,1,2.0,2.0,2.0
gemma-4-31b-it,6,694,2,2.0,2.0,2.0
gemma-4-31b-it,6,694,3,2.0,2.0,2.0
glm-5.1,6,694,1,2.0,2.0,2.65
glm-5.1,6,694,2,2.0,2.0,2.0
glm-5.1,6,694,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,694,1,2.65,2.9,2.9
hermes-3-llama-3.1-405b,6,694,2,2.9,2.4,2.9
hermes-3-llama-3.1-405b,6,694,3,2.7,2.45,2.9
llada2.1-flash,6,694,1,1.75,1.75,2.0
llada2.1-flash,6,694,2,2.0,1.75,1.75
llada2.1-flash,6,694,3,2.0,1.75,2.0
llama-3.3-70b-instruct,6,694,1,2.0,2.9,2.65
llama-3.3-70b-instruct,6,694,2,2.0,2.45,2.45
llama-3.3-70b-instruct,6,694,3,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,694,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,694,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,694,3,2.0,2.45,2.9
mistral-medium-3.5,6,694,1,2.0,2.0,2.0
mistral-medium-3.5,6,694,2,2.0,2.0,2.0
mistral-medium-3.5,6,694,3,2.0,1.75,2.0
qwen3.5-122b-a10b,6,694,1,2.0,2.0,2.0
qwen3.5-122b-a10b,6,694,2,2.0,2.0,2.0
qwen3.5-122b-a10b,6,694,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,694,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,694,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,694,3,2.0,2.0,2.0
qwen3.5-9b,6,694,1,2.0,1.75,2.0
qwen3.5-9b,6,694,2,1.75,1.75,2.0
qwen3.5-9b,6,694,3,1.75,1.75,2.0
qwen3.6-27b-fp8,6,694,1,2.0,1.75,2.0
qwen3.6-27b-fp8,6,694,2,2.0,2.0,2.0
qwen3.6-27b-fp8,6,694,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,694,1,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,694,2,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,6,694,3,2.0,2.0,2.0
command-a-03-2025,6,695,1,2.0,2.0,2.0
command-a-03-2025,6,695,2,2.0,2.9,2.65
command-a-03-2025,6,695,3,2.0,2.65,2.65
deepseek-v4-flash,6,695,1,2.0,2.0,2.0
deepseek-v4-flash,6,695,2,2.0,2.0,2.65
deepseek-v4-flash,6,695,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,6,695,1,2.0,2.0,2.7
gemma-4-12b-it-q8_0-llamacpp-a6000,6,695,2,2.0,2.0,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,6,695,3,2.0,2.0,3.6
gemma-4-31b-it,6,695,1,3.1,3.1,2.9
gemma-4-31b-it,6,695,2,2.0,2.0,2.0
gemma-4-31b-it,6,695,3,2.0,3.1,2.9
glm-5.1,6,695,1,2.0,2.0,2.0
glm-5.1,6,695,2,2.0,2.0,2.0
glm-5.1,6,695,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,695,1,2.9,2.9,2.9
hermes-3-llama-3.1-405b,6,695,2,2.0,2.4,2.65
hermes-3-llama-3.1-405b,6,695,3,2.65,2.9,2.9
llada2.1-flash,6,695,1,2.0,1.75,2.0
llada2.1-flash,6,695,2,2.0,1.75,2.0
llada2.1-flash,6,695,3,2.0,1.75,2.0
llama-3.3-70b-instruct,6,695,1,2.0,2.0,2.0
llama-3.3-70b-instruct,6,695,2,2.65,2.65,2.45
llama-3.3-70b-instruct,6,695,3,2.65,2.9,2.45
llama4-maverick-17b-128e-moe,6,695,1,2.0,2.0,2.65
llama4-maverick-17b-128e-moe,6,695,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,695,3,2.0,2.0,2.65
mistral-medium-3.5,6,695,1,2.0,1.75,2.0
mistral-medium-3.5,6,695,2,2.0,2.0,2.0
mistral-medium-3.5,6,695,3,2.0,2.0,2.0
qwen3.5-122b-a10b,6,695,1,2.0,2.0,2.0
qwen3.5-122b-a10b,6,695,2,2.0,2.0,2.0
qwen3.5-122b-a10b,6,695,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,695,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,695,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,695,3,2.0,2.0,2.0
qwen3.5-9b,6,695,1,2.0,1.75,2.65
qwen3.5-9b,6,695,2,2.0,1.75,2.65
qwen3.5-9b,6,695,3,2.0,1.75,2.0
qwen3.6-27b-fp8,6,695,1,2.0,2.0,2.0
qwen3.6-27b-fp8,6,695,2,2.0,2.0,2.0
qwen3.6-27b-fp8,6,695,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,695,1,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,695,2,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,6,695,3,2.0,2.0,2.0
command-a-03-2025,6,696,1,2.0,2.9,2.65
command-a-03-2025,6,696,2,2.0,2.0,2.0
command-a-03-2025,6,696,3,2.0,2.0,2.0
deepseek-v4-flash,6,696,1,2.0,2.0,2.0
deepseek-v4-flash,6,696,2,2.0,2.0,2.0
deepseek-v4-flash,6,696,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,6,696,1,2.0,2.0,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,6,696,2,1.75,1.75,2.7
gemma-4-12b-it-q8_0-llamacpp-a6000,6,696,3,2.0,1.75,4.75
gemma-4-31b-it,6,696,1,2.0,2.0,2.0
gemma-4-31b-it,6,696,2,2.0,2.0,2.0
gemma-4-31b-it,6,696,3,2.0,2.0,2.0
glm-5.1,6,696,1,2.0,2.0,2.0
glm-5.1,6,696,2,2.0,2.0,2.0
glm-5.1,6,696,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,696,1,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,696,2,2.0,2.0,2.0
hermes-3-llama-3.1-405b,6,696,3,2.0,2.9,2.9
llada2.1-flash,6,696,1,2.0,1.75,2.0
llada2.1-flash,6,696,2,2.0,2.0,2.0
llada2.1-flash,6,696,3,2.0,1.75,2.0
llama-3.3-70b-instruct,6,696,1,2.0,2.0,2.0
llama-3.3-70b-instruct,6,696,2,2.0,1.75,2.0
llama-3.3-70b-instruct,6,696,3,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,696,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,6,696,2,2.0,2.9,2.9
llama4-maverick-17b-128e-moe,6,696,3,2.0,2.0,2.0
mistral-medium-3.5,6,696,1,2.0,1.75,2.0
mistral-medium-3.5,6,696,2,2.0,2.0,2.0
mistral-medium-3.5,6,696,3,2.0,1.75,2.0
qwen3.5-122b-a10b,6,696,1,2.0,2.0,2.0
qwen3.5-122b-a10b,6,696,2,2.0,2.0,2.0
qwen3.5-122b-a10b,6,696,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,696,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,696,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,6,696,3,2.0,2.0,2.0
qwen3.5-9b,6,696,1,2.0,2.0,2.0
qwen3.5-9b,6,696,2,1.75,2.0,2.0
qwen3.5-9b,6,696,3,2.0,1.75,2.0
qwen3.6-27b-fp8,6,696,1,2.0,2.0,2.0
qwen3.6-27b-fp8,6,696,2,2.0,2.0,2.0
qwen3.6-27b-fp8,6,696,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,696,1,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,696,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,6,696,3,2.0,2.0,2.0
command-a-03-2025,7,697,1,1.65,2.0,2.0
command-a-03-2025,7,697,2,2.4,2.4,2.6
command-a-03-2025,7,697,3,2.0,2.0,2.6
deepseek-v4-flash,7,697,1,1.65,1.65,1.65
deepseek-v4-flash,7,697,2,2.0,2.0,2.0
deepseek-v4-flash,7,697,3,1.65,1.65,1.65
gemma-4-12b-it-q8_0-llamacpp-a6000,7,697,1,1.4,1.65,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,7,697,2,2.0,2.0,2.2
gemma-4-12b-it-q8_0-llamacpp-a6000,7,697,3,2.0,1.75,2.4
gemma-4-31b-it,7,697,1,2.0,1.95,4.0
gemma-4-31b-it,7,697,2,2.0,2.0,2.0
gemma-4-31b-it,7,697,3,2.0,2.15,5.0
glm-5.1,7,697,1,2.0,2.0,2.0
glm-5.1,7,697,2,1.65,1.65,3.6
glm-5.1,7,697,3,1.65,1.65,1.65
hermes-3-llama-3.1-405b,7,697,1,2.35,2.35,2.35
hermes-3-llama-3.1-405b,7,697,2,2.75,3.45,2.2
hermes-3-llama-3.1-405b,7,697,3,4.0,4.0,4.35
llada2.1-flash,7,697,1,1.4,1.4,1.4
llada2.1-flash,7,697,2,1.4,1.4,1.4
llada2.1-flash,7,697,3,2.0,2.0,2.0
llama-3.3-70b-instruct,7,697,1,4.0,4.0,5.0
llama-3.3-70b-instruct,7,697,2,4.2,4.0,5.0
llama-3.3-70b-instruct,7,697,3,2.4,2.4,5.0
llama4-maverick-17b-128e-moe,7,697,1,4.0,4.0,5.0
llama4-maverick-17b-128e-moe,7,697,2,2.6,2.9,5.0
llama4-maverick-17b-128e-moe,7,697,3,4.0,3.8,5.0
mistral-medium-3.5,7,697,1,2.0,2.0,2.0
mistral-medium-3.5,7,697,2,2.0,2.0,2.0
mistral-medium-3.5,7,697,3,1.65,1.4,1.65
qwen3.5-122b-a10b,7,697,1,2.0,2.0,2.0
qwen3.5-122b-a10b,7,697,2,2.0,2.0,2.0
qwen3.5-122b-a10b,7,697,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,697,1,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,7,697,2,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,7,697,3,2.0,2.0,2.0
qwen3.5-9b,7,697,1,1.4,1.4,1.65
qwen3.5-9b,7,697,2,1.75,1.4,2.0
qwen3.5-9b,7,697,3,1.4,1.4,1.75
qwen3.6-27b-fp8,7,697,1,2.0,2.0,2.0
qwen3.6-27b-fp8,7,697,2,2.0,1.75,2.0
qwen3.6-27b-fp8,7,697,3,2.0,1.75,3.35
qwen3.6-35b-a3b-q8_0,7,697,1,1.75,1.4,2.0
qwen3.6-35b-a3b-q8_0,7,697,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,697,3,1.75,1.75,2.0
command-a-03-2025,7,698,1,1.75,1.75,2.0
command-a-03-2025,7,698,2,2.35,1.75,2.7
command-a-03-2025,7,698,3,2.0,1.75,4.2
deepseek-v4-flash,7,698,1,2.0,2.0,2.0
deepseek-v4-flash,7,698,2,2.0,2.0,2.0
deepseek-v4-flash,7,698,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,698,1,2.0,1.65,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,698,2,2.35,2.0,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,698,3,1.4,1.4,5.0
gemma-4-31b-it,7,698,1,2.0,2.0,2.0
gemma-4-31b-it,7,698,2,2.35,1.75,2.7
gemma-4-31b-it,7,698,3,2.0,2.0,2.0
glm-5.1,7,698,1,2.0,1.75,2.0
glm-5.1,7,698,2,2.0,2.0,2.0
glm-5.1,7,698,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,698,1,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,698,2,1.75,2.0,2.0
hermes-3-llama-3.1-405b,7,698,3,2.0,2.0,2.0
llada2.1-flash,7,698,1,1.75,1.75,1.75
llada2.1-flash,7,698,2,1.75,1.75,2.7
llada2.1-flash,7,698,3,2.0,1.75,2.0
llama-3.3-70b-instruct,7,698,1,2.0,2.0,1.75
llama-3.3-70b-instruct,7,698,2,2.0,2.0,2.9
llama-3.3-70b-instruct,7,698,3,2.65,2.0,2.65
llama4-maverick-17b-128e-moe,7,698,1,2.2,2.0,2.9
llama4-maverick-17b-128e-moe,7,698,2,2.7,2.7,2.7
llama4-maverick-17b-128e-moe,7,698,3,2.9,2.0,2.9
mistral-medium-3.5,7,698,1,2.0,1.75,2.0
mistral-medium-3.5,7,698,2,2.7,1.75,3.05
mistral-medium-3.5,7,698,3,1.75,1.75,2.0
qwen3.5-122b-a10b,7,698,1,2.0,2.0,2.0
qwen3.5-122b-a10b,7,698,2,2.0,1.75,2.0
qwen3.5-122b-a10b,7,698,3,1.75,1.75,1.75
qwen3.5-397b-a17b-moe,7,698,1,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,7,698,2,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,7,698,3,2.0,2.0,2.0
qwen3.5-9b,7,698,1,2.0,1.75,2.0
qwen3.5-9b,7,698,2,1.75,1.4,2.0
qwen3.5-9b,7,698,3,1.4,1.4,2.35
qwen3.6-27b-fp8,7,698,1,2.0,1.75,2.0
qwen3.6-27b-fp8,7,698,2,1.75,1.75,1.75
qwen3.6-27b-fp8,7,698,3,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,698,1,1.75,1.75,1.75
qwen3.6-35b-a3b-q8_0,7,698,2,1.2,1.2,1.2
qwen3.6-35b-a3b-q8_0,7,698,3,1.75,1.75,2.0
command-a-03-2025,7,699,1,2.0,2.0,2.0
command-a-03-2025,7,699,2,1.75,1.75,5.0
command-a-03-2025,7,699,3,2.4,2.0,3.1
deepseek-v4-flash,7,699,1,2.0,1.75,2.0
deepseek-v4-flash,7,699,2,2.7,2.7,2.7
deepseek-v4-flash,7,699,3,1.75,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,699,1,1.4,1.75,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,7,699,2,1.75,2.0,2.15
gemma-4-12b-it-q8_0-llamacpp-a6000,7,699,3,1.65,1.65,1.65
gemma-4-31b-it,7,699,1,1.75,2.4,3.1
gemma-4-31b-it,7,699,2,1.75,2.0,1.75
gemma-4-31b-it,7,699,3,2.0,2.0,2.0
glm-5.1,7,699,1,2.0,2.9,3.35
glm-5.1,7,699,2,2.0,2.0,2.0
glm-5.1,7,699,3,2.0,1.75,2.0
hermes-3-llama-3.1-405b,7,699,1,2.9,2.0,2.9
hermes-3-llama-3.1-405b,7,699,2,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,699,3,2.9,2.9,3.1
llada2.1-flash,7,699,1,1.75,1.75,1.75
llada2.1-flash,7,699,2,1.4,1.75,1.75
llada2.1-flash,7,699,3,1.75,1.75,1.75
llama-3.3-70b-instruct,7,699,1,2.4,2.4,2.4
llama-3.3-70b-instruct,7,699,2,2.2,2.2,2.9
llama-3.3-70b-instruct,7,699,3,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,699,1,2.9,2.9,2.9
llama4-maverick-17b-128e-moe,7,699,2,2.9,2.9,2.9
llama4-maverick-17b-128e-moe,7,699,3,2.0,2.0,2.0
mistral-medium-3.5,7,699,1,2.0,2.0,1.75
mistral-medium-3.5,7,699,2,2.0,2.0,2.0
mistral-medium-3.5,7,699,3,2.0,1.75,2.0
qwen3.5-122b-a10b,7,699,1,2.0,2.0,2.0
qwen3.5-122b-a10b,7,699,2,2.0,1.75,2.0
qwen3.5-122b-a10b,7,699,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,699,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,699,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,699,3,2.0,2.0,2.0
qwen3.5-9b,7,699,1,1.75,1.75,1.75
qwen3.5-9b,7,699,2,2.0,1.65,2.0
qwen3.5-9b,7,699,3,1.75,1.75,2.0
qwen3.6-27b-fp8,7,699,1,2.0,2.0,2.0
qwen3.6-27b-fp8,7,699,2,1.75,1.75,2.0
qwen3.6-27b-fp8,7,699,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,699,1,1.75,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,699,2,2.0,2.9,2.9
qwen3.6-35b-a3b-q8_0,7,699,3,2.0,2.0,1.75
command-a-03-2025,7,700,1,2.0,2.0,2.9
command-a-03-2025,7,700,2,2.7,2.55,2.55
command-a-03-2025,7,700,3,2.7,2.0,2.7
deepseek-v4-flash,7,700,1,2.7,2.7,2.7
deepseek-v4-flash,7,700,2,2.0,2.0,2.0
deepseek-v4-flash,7,700,3,2.0,3.35,3.35
gemma-4-12b-it-q8_0-llamacpp-a6000,7,700,1,2.0,2.0,2.4
gemma-4-12b-it-q8_0-llamacpp-a6000,7,700,2,2.0,2.0,5.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,700,3,1.4,1.4,1.8
gemma-4-31b-it,7,700,1,2.0,2.0,2.0
gemma-4-31b-it,7,700,2,2.0,2.0,2.0
gemma-4-31b-it,7,700,3,2.0,2.0,2.0
glm-5.1,7,700,1,2.0,2.7,3.05
glm-5.1,7,700,2,2.7,2.7,3.05
glm-5.1,7,700,3,2.7,2.7,2.7
hermes-3-llama-3.1-405b,7,700,1,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,700,2,4.2,4.75,5.0
hermes-3-llama-3.1-405b,7,700,3,4.2,4.0,5.0
llada2.1-flash,7,700,1,2.0,2.0,2.0
llada2.1-flash,7,700,2,2.0,2.0,2.0
llada2.1-flash,7,700,3,2.0,2.0,2.0
llama-3.3-70b-instruct,7,700,1,4.0,4.0,5.0
llama-3.3-70b-instruct,7,700,2,4.2,2.8,5.0
llama-3.3-70b-instruct,7,700,3,2.9,2.4,2.9
llama4-maverick-17b-128e-moe,7,700,1,2.0,1.75,2.0
llama4-maverick-17b-128e-moe,7,700,2,2.7,4.0,4.55
llama4-maverick-17b-128e-moe,7,700,3,4.0,4.0,4.0
mistral-medium-3.5,7,700,1,2.0,1.75,2.9
mistral-medium-3.5,7,700,2,1.65,1.65,1.65
mistral-medium-3.5,7,700,3,2.7,1.4,2.7
qwen3.5-122b-a10b,7,700,1,2.0,2.0,2.0
qwen3.5-122b-a10b,7,700,2,2.0,2.0,2.0
qwen3.5-122b-a10b,7,700,3,2.0,1.75,2.7
qwen3.5-397b-a17b-moe,7,700,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,700,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,700,3,2.0,2.0,2.0
qwen3.5-9b,7,700,1,1.75,1.4,1.4
qwen3.5-9b,7,700,2,1.65,1.65,2.7
qwen3.5-9b,7,700,3,2.0,2.0,2.0
qwen3.6-27b-fp8,7,700,1,2.0,1.4,2.0
qwen3.6-27b-fp8,7,700,2,2.0,2.0,2.0
qwen3.6-27b-fp8,7,700,3,2.0,2.0,3.05
qwen3.6-35b-a3b-q8_0,7,700,1,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,700,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,700,3,1.75,1.75,1.75
command-a-03-2025,7,701,1,1.4,1.4,1.65
command-a-03-2025,7,701,2,2.0,1.75,2.0
command-a-03-2025,7,701,3,2.7,1.75,2.7
deepseek-v4-flash,7,701,1,1.65,1.65,1.65
deepseek-v4-flash,7,701,2,1.65,1.65,1.65
deepseek-v4-flash,7,701,3,1.75,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,701,1,1.75,1.4,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,7,701,2,1.65,1.4,2.15
gemma-4-12b-it-q8_0-llamacpp-a6000,7,701,3,1.75,1.75,1.75
gemma-4-31b-it,7,701,1,2.0,2.0,2.15
gemma-4-31b-it,7,701,2,1.4,1.65,2.3
gemma-4-31b-it,7,701,3,1.65,2.35,2.7
glm-5.1,7,701,1,2.0,1.75,2.0
glm-5.1,7,701,2,1.75,2.0,2.0
glm-5.1,7,701,3,2.0,1.75,2.0
hermes-3-llama-3.1-405b,7,701,1,4.4,4.0,4.0
hermes-3-llama-3.1-405b,7,701,2,4.75,4.0,4.4
hermes-3-llama-3.1-405b,7,701,3,4.0,3.75,4.0
llada2.1-flash,7,701,1,2.0,1.75,2.0
llada2.1-flash,7,701,2,1.65,2.0,2.0
llada2.1-flash,7,701,3,1.4,1.4,2.0
llama-3.3-70b-instruct,7,701,1,3.1,3.55,4.0
llama-3.3-70b-instruct,7,701,2,2.4,2.2,2.9
llama-3.3-70b-instruct,7,701,3,4.0,3.75,4.0
llama4-maverick-17b-128e-moe,7,701,1,4.0,2.0,4.0
llama4-maverick-17b-128e-moe,7,701,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,701,3,3.2,3.75,4.0
mistral-medium-3.5,7,701,1,1.65,1.4,1.4
mistral-medium-3.5,7,701,2,1.4,1.65,1.65
mistral-medium-3.5,7,701,3,2.7,1.75,2.7
qwen3.5-122b-a10b,7,701,1,1.4,1.4,1.4
qwen3.5-122b-a10b,7,701,2,1.4,1.4,1.4
qwen3.5-122b-a10b,7,701,3,1.4,1.4,1.4
qwen3.5-397b-a17b-moe,7,701,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,701,2,1.4,1.4,1.65
qwen3.5-397b-a17b-moe,7,701,3,1.75,1.75,2.9
qwen3.5-9b,7,701,1,1.75,1.4,1.75
qwen3.5-9b,7,701,2,1.75,1.4,2.0
qwen3.5-9b,7,701,3,1.65,2.0,2.0
qwen3.6-27b-fp8,7,701,1,1.4,1.4,1.4
qwen3.6-27b-fp8,7,701,2,2.0,2.0,2.7
qwen3.6-27b-fp8,7,701,3,1.4,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,701,1,1.75,1.75,2.7
qwen3.6-35b-a3b-q8_0,7,701,2,1.4,1.65,1.65
qwen3.6-35b-a3b-q8_0,7,701,3,1.65,1.4,1.65
command-a-03-2025,7,702,1,2.0,1.75,1.75
command-a-03-2025,7,702,2,2.0,2.0,2.7
command-a-03-2025,7,702,3,2.0,2.0,2.0
